1,28.06657274
2,28.04725529
3,28.03111138
4,28.01825557
5,28.00866044
6,28.00228368
7,27.999069
8,27.99895626
9,28.00187528
10,28.00775067
11,28.01649952
12,28.02802831
13,28.04223349
14,28.05900108
15,28.07820437
16,28.09970202
17,28.1233359
18,28.14893095
19,28.17629053
20,28.20519532
21,28.23539884
22,28.26662464
23,28.29856225
24,28.33086129
25,28.36312709
26,28.39491375
27,28.42571667
28,28.45496435
29,28.48200862
30,28.50611332
31,28.52644216
32,28.54204458
33,28.55184002
34,28.5546015
35,28.54893759
36,28.53327491
37,28.50584163
38,28.46465495
39,28.40751482
40,28.33200904
41,29.58194082
42,29.58008869
43,29.57818679
44,29.57623465
45,29.57423205
46,29.57217856
47,29.57007385
48,29.56791765
49,29.56570943
50,29.56344907
51,29.561136
52,29.55877005
53,29.55635073
54,29.55387779
55,29.55135086
56,29.54876958
57,29.54613355
58,29.54344242
59,29.54069592
60,29.53789363
61,29.53503526
62,29.53212029
63,29.5291486
64,29.52611955
65,29.52303303
66,29.51988861
67,29.51668584
68,29.5134245
69,29.51010411
70,29.50672443
71,29.50328488
72,29.49978537
73,29.49622538
74,29.49260462
75,29.48892274
76,29.48517926
77,29.48137395
78,29.47750635
79,29.47357621
80,29.46958303
81,29.4655266
82,29.46140644
83,29.45722227
84,29.45297369
85,29.44866031
86,29.44428186
87,29.4398379
88,29.43532817
89,29.43075217
90,29.42610967
91,29.4214002
92,29.4166235
93,29.41177922
94,29.40686693
95,29.40188638
96,29.3968371
97,29.39171883
98,29.38653111
99,29.38127375
100,29.37594625
101,29.37054837
102,29.36507973
103,29.35953997
104,29.35392878
105,29.34824573
106,29.34249059
107,29.33666294
108,29.33076256
109,29.32478895
110,29.3187419
111,29.31262101
112,29.30642599
113,29.30015653
114,29.2938122
115,29.28739284
116,29.28089794
117,29.27432735
118,29.26768062
119,29.26095752
120,29.25415771
121,29.24728087
122,29.24032674
123,29.23329489
124,29.22618518
125,29.21899712
126,29.21173059
127,29.20438523
128,29.19696075
129,29.18945681
130,29.18187318
131,29.17420957
132,29.16646565
133,29.15864124
134,29.15073594
135,29.14274968
136,29.13468192
137,29.12653262
138,29.11830138
139,29.10998805
140,29.10159235
141,29.09311395
142,29.08455274
143,29.0759083
144,29.06718059
145,29.05836923
146,29.04947409
147,29.04049485
148,29.03143141
149,29.02228344
150,29.0130508
151,29.00373326
152,28.99433054
153,28.9848426
154,28.97526912
155,28.96560999
156,28.95586495
157,28.94603389
158,28.93611661
159,28.92611288
160,28.91602264
161,28.90584567
162,28.89558187
163,28.88523098
164,28.87479297
165,28.86426764
166,28.85365493
167,28.84295462
168,28.83216666
169,28.82129086
170,28.81032718
171,28.79927551
172,28.7881357
173,28.7769077
174,28.76559135
175,28.75418671
176,28.74269359
177,28.73111199
178,28.71944175
179,28.70768292
180,28.69583538
181,28.68389911
182,28.67187407
183,28.65976023
184,28.64755757
185,28.63526606
186,28.62288569
187,28.61041639
188,28.5978583
189,28.5852113
190,28.57247546
191,28.55965085
192,28.54673734
193,28.5337351
194,28.52064409
195,28.50746442
196,28.49419607
197,28.48083921
198,28.46739378
199,28.45385993
200,28.4402377
201,28.42652717
202,28.41272851
203,28.39884168
204,28.38486696
205,28.37080429
206,28.35665389
207,28.34241585
208,28.32809032
209,28.31367747
210,28.29917733
211,28.28459024
212,28.26991617
213,28.25515538
214,28.240308
215,28.22537431
216,28.21035435
217,28.19524841
218,28.18005671
219,28.16477936
220,28.14941663
221,28.1339687
222,28.1184359
223,28.10281832
224,28.08711632
225,28.07133006
226,28.05545985
227,28.03950588
228,28.02346844
229,28.00734788
230,27.99114431
231,28.07877618
232,28.07716668
233,28.07555626
234,28.07394505
235,28.07233303
236,28.07072019
237,28.06910657
238,28.06749202
239,28.06587673
240,28.0642606
241,28.06264363
242,28.06102587
243,28.05940728
244,28.05778787
245,28.05616767
246,28.05454654
247,28.05292475
248,28.05130202
249,28.04967851
250,28.04805419
251,28.04642905
252,28.04480309
253,28.0431763
254,28.04154868
255,28.03992032
256,28.03829106
257,28.03666103
258,28.03503015
259,28.03339848
260,28.03176602
261,28.03013267
262,28.02849856
263,28.02686365
264,28.02522786
265,28.02359131
266,28.02195392
267,28.02031574
268,28.01867677
269,28.01703688
270,28.01539629
271,28.01375487
272,28.01211262
273,28.01046953
274,28.00882565
275,28.00718097
276,28.00553551
277,28.00388914
278,28.00224205
279,28.00059413
280,27.9989454
281,27.99729587
282,27.99564551
283,27.99399436
284,27.99234242
285,27.99068958
286,27.98903606
287,27.98738165
288,27.98572645
289,27.98407044
290,27.98241363
291,27.98075603
292,27.97909762
293,27.97743837
294,27.97577841
295,27.97411754
296,27.97245591
297,27.97079347
298,27.96913023
299,27.96746622
300,27.96580134
301,27.9641357
302,27.96246929
303,27.960802
304,27.95913395
305,27.95746508
306,27.95579543
307,27.95412503
308,27.95245373
309,27.95078168
310,27.94910883
311,27.94743516
312,27.94576071
313,27.95013465
314,27.94926936
315,27.94831479
316,27.94728267
317,27.94560331
318,27.94632355
319,27.94615864
320,27.94549402
320,27.9499199405337
320,27.9539246959736
