1,-20.8251578940892,-11.4436120058113,4.68995248172259
2,-20.8251559392871,-11.4433462260629,4.69008437729954
3,-20.8251093602389,-11.4431251324602,4.69017161773998
4,-20.8250629015124,-11.4429039805291,4.69025894745268
5,-20.8250159418235,-11.4426833914935,4.69034574527615
6,-20.8249696014426,-11.4424622451081,4.69043313141723
7,-20.824923305818,-11.4422411159792,4.69052053131697
8,-20.8248763810218,-11.4420206780008,4.69060727104844
9,-20.8248299318265,-11.4417998264072,4.69069445538526
10,-20.8247840094517,-11.4415785100158,4.69078213552284
11,-20.8247371091175,-11.4413582336212,4.69086880670677
12,-20.824690843896,-11.441137384138,4.69095608197038
13,-20.8245997911215,-11.4409613842755,4.69099853868579
14,-20.8245983161544,-11.4406958686459,4.6911305421205
15,-20.8245519288454,-11.4404753274292,4.69121760220648
16,-20.8245057925719,-11.4402545972365,4.69130488229816
17,-20.824459453519,-11.440034131947,4.69139192855487
18,-20.8243996283114,-11.439827214872,4.69146545766415
19,-20.8243669082048,-11.4395932548455,4.69156606071476
20,-20.8243205754956,-11.4393729695222,4.6916530201719
21,-20.8242749649612,-11.4391520241717,4.69174067068067
22,-20.824228380073,-11.4389321153129,4.69182731581654
23,-20.8241826315729,-11.438711432223,4.69191476622956
24,-20.824136477285,-11.4384912170954,4.69200177978203
25,-20.8240904574996,-11.4382709296275,4.69208889674851
26,-20.8240445740963,-11.4380505679668,4.69217611899648
27,-20.8239539262429,-11.4378750329745,4.69221854573131
28,-20.8239527018424,-11.4376101367156,4.69235036475839
29,-20.8238934623736,-11.4374033177546,4.69242413762552
30,-20.8238163261328,-11.4372144578002,4.69247998264959
31,-20.8237706290653,-11.436994220926,4.69256723566705
32,-20.8237559989898,-11.4367429793002,4.69268552458916
33,-20.8237235939403,-11.4365095748952,4.69278600733288
34,-20.8236645685994,-11.4363028530872,4.69285983871399
35,-20.823632192452,-11.4360695443646,4.69296028809691
36,-20.8235862332764,-11.4358498809557,4.69304712333111
37,-20.8235407037947,-11.4356298501675,4.69313435710336
38,-20.8234952602487,-11.4354097957679,4.69322164564857
39,-20.8234495573391,-11.4351900630361,4.6933086436856
40,-20.8234041361697,-11.4349701109312,4.6933958922624
41,-20.8233585621538,-11.4347503740064,4.69348295683248
42,-20.8233131590909,-11.4345305285004,4.69357016116598
43,-20.8232097861864,-11.4343687152189,4.69359936454863
44,-20.8232221977454,-11.4340911798412,4.69374432105678
45,-20.8231633072153,-11.4338850089755,4.69381794436452
46,-20.8231316579071,-11.4336516592669,4.69391877764433
47,-20.823072844133,-11.4334455364362,4.69399241531155
48,-20.8230407409946,-11.4332127654061,4.69409273233938
49,-20.8229954707862,-11.4329932238906,4.69417985110281
50,-20.8229501191437,-11.4327738262592,4.69426685721122
51,-20.8228920089012,-11.4325672496922,4.69434107350199
52,-20.822859866487,-11.4323347677469,4.69444122635219
53,-20.8228147854996,-11.432115286849,4.69452840940292
54,-20.8227697231483,-11.4318958498357,4.69461557984763
55,-20.8227243009025,-11.4316768352225,4.69470235915045
56,-20.8226793688516,-11.4314573929143,4.6947895973671
57,-20.8226205096194,-11.4312519403135,4.69486287719061
58,-20.8225894374614,-11.4310187631867,4.69496391274235
59,-20.8225443820934,-11.4307996318048,4.69505093385494
60,-20.8224995655952,-11.4305803241102,4.6951381625542
61,-20.8224543511362,-11.4303614769568,4.69522496199923
62,-20.8224097369737,-11.4301420920641,4.69531233045895
63,-20.8223199415626,-11.4299679510403,4.69535448640572
64,-20.8223200105007,-11.4297040082481,4.69548647533425
65,-20.8222747952521,-11.4294854122681,4.69557314880616
66,-20.8222302444061,-11.4292662145086,4.69566045534834
100,-16.0591760087514,-16.0591760087514,4.4093743764013
